नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु सदर/ कटकमसांडी/ कटकमदाग/ बड़कागांव/ केरेडारी/ दारू/ विष्णुगढ़/ टाटीझरिया/ चुरचू/ डाड़ी/ बरही/ चौपारण एवं पदमा को 2.00 लाख रूपये उपलब्ध कराया गया। (13 प्रखण्ड),,"अनुशंसित राशि/आवंटित निधि : 26,00,000",,वर्ष अनुशंसित/समापन वर्ष : 2020,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु उपायुक्त, कोडरमा को उपलब्ध करायी गयी राशि।",,"अनुशंसित राशि/आवंटित निधि : 10,00,000",,वर्ष अनुशंसित/समापन वर्ष : 2020,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु उपायुक्त, चतरा को उपलब्ध करायी गयी राशि।",,"अनुशंसित राशि/आवंटित निधि : 5,00,000",,वर्ष अनुशंसित/समापन वर्ष : 2020,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु उपायुक्त, रामगढ़ को उपलब्ध करायी गयी राशि।",,"अनुशंसित राशि/आवंटित निधि : 35,00,000",,वर्ष अनुशंसित/समापन वर्ष : 2020,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु नजारत उपसमाहर्त्ता, हजारीबाग को उपलब्ध करायी गयी राशि।",,"अनुशंसित राशि/आवंटित निधि : 1,50,000",,वर्ष अनुशंसित/समापन वर्ष : 2021,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु मल्टी लेयर मास्क हेतु जिला समन्वयक, जे0एस0एल0पी0एस0, हजारीबाग को उपलब्ध करायी गयी राशि",,"अनुशंसित राशि/आवंटित निधि : 4,00,000",,वर्ष अनुशंसित/समापन वर्ष : 2021,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : कलकता पिंजरापोल सोसाईअी की हजारीबाग गौशाला के कारोना आपदा से उत्पन्न हुई समस्याओं के कारण जीवन यापन कर रहे 700 गौवंशों के नहर, भोजन, देख-रेख आदि की व्यवस्था हेतु।",,"अनुशंसित राशि/आवंटित निधि : 3,00,000",,वर्ष अनुशंसित/समापन वर्ष : 2021,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 के निमित्त पी0पी0ई0 कीट का क्रय हेतु उपायुक्त, रामगढ़ को उपलब्ध करायी गयी राशि।",,"अनुशंसित राशि/आवंटित निधि : 5,00,000",,वर्ष अनुशंसित/समापन वर्ष : 2021,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु मल्टी लेयर मास्क हेतु जिला समन्वयक, जे0एस0एल0पी0एस0, हजारीबाग को उपलब्ध करायी गयी राशि। 16666 मास्क",,"अनुशंसित राशि/आवंटित निधि : 2,99,988",,वर्ष अनुशंसित/समापन वर्ष : 2021,,परियोजना की स्थिति : समाप्त
नेता : जयंत सिन्हा जी / जयन्त सर / जयन्त भैया / जस / जयंत सिन्हा जी,निधि : सांसद मद,,विधान सभा : कोविड,,मंडल : कोविड,,पंचायत : ,,"परियोजना विवरण : वैश्विक महामारी कोरोना कोविड-19 से बचाव और पीडितों के ईलाज हेतु मल्टी लेयर मास्क हेतु जिला समन्वयक, जे0एस0एल0पी0एस0, हजारीबाग को उपलब्ध करायी गयी राशि। 138700 मास्क (1677280+419320=2096600.00)",,"अनुशंसित राशि/आवंटित निधि : 20,96,600",,वर्ष अनुशंसित/समापन वर्ष : 2021,,परियोजना की स्थिति : समाप्त
